MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
5.529,36.0,5.334042553191489,1.1,1232.0,2.6212765957446806,34.22,-118.24,2.413
4.337,37.0,4.035320088300221,1.0154525386313467,1075.0,2.3730684326710816,33.99,-118.46,3.606
3.4421,31.0,4.725907384230288,1.0200250312891115,1886.0,2.360450563204005,32.79,-117.01,1.553
3.2174,15.0,7.370967741935484,1.4475806451612903,955.0,3.850806451612903,32.68,-117.05,1.651
1.75,47.0,4.0,0.9283154121863799,826.0,2.960573476702509,37.76,-122.2,0.857
4.4375,39.0,4.888111888111888,1.048951048951049,358.0,2.5034965034965033,34.25,-118.27,1.958
4.5556,35.0,5.236238532110092,1.1261467889908257,1148.0,2.63302752293578,37.47,-122.24,3.186
9.337,52.0,7.285714285714286,1.2142857142857142,1154.0,41.214285714285715,34.06,-118.45,5.00001
3.875,15.0,5.058405682715075,1.0757695343330702,3359.0,2.6511444356748224,34.1,-117.87,1.733
2.0173,25.0,2.5920055134390076,1.0954514128187456,7221.0,2.4882839421088905,34.07,-118.28,1.775
4.112,12.0,5.250332889480692,0.9813581890812251,3280.0,4.3675099866844205,32.7,-117.06,1.414
4.1094,14.0,5.9937888198757765,1.1273291925465838,990.0,3.0745341614906834,38.0,-121.9,1.622
2.6094,38.0,5.197183098591549,1.0528169014084507,1491.0,2.625,35.42,-119.03,0.679
2.0258,20.0,4.599231754161331,1.1113956466069141,1865.0,2.3879641485275287,40.56,-122.36,0.648
3.7198,18.0,3.404017857142857,1.0825892857142858,1705.0,3.8058035714285716,37.36,-121.85,1.286
6.1872,19.0,7.415686274509804,1.0431372549019609,678.0,2.6588235294117646,38.66,-121.27,1.887
3.7321,33.0,5.616438356164384,1.0136986301369864,2580.0,3.5342465753424657,34.07,-117.72,1.342
4.7463,6.0,6.094936708860759,0.9588607594936709,965.0,3.0537974683544302,36.75,-119.69,0.931
3.1827,31.0,5.771653543307087,1.0393700787401574,608.0,2.393700787401575,38.02,-121.33,1.621
5.3439,23.0,5.825980392156863,0.9877450980392157,1101.0,2.698529411764706,33.83,-117.86,2.271
4.6484,25.0,4.813211845102506,0.9612756264236902,1365.0,3.1093394077448746,36.98,-121.99,2.346
2.6,42.0,4.98813056379822,1.0682492581602374,987.0,2.9287833827893177,34.04,-118.34,1.714
