MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.0703,34.0,4.371287128712871,1.0148514851485149,974.0,2.410891089108911,33.91,-118.14,1.808
5.3649,32.0,6.399239543726236,1.038022813688213,719.0,2.7338403041825097,33.88,-117.92,2.436
4.0,33.0,5.002347417840376,1.0211267605633803,2045.0,4.800469483568075,33.89,-118.08,1.457
4.4896,48.0,4.989304812834225,1.0623885918003566,1235.0,2.201426024955437,34.07,-118.38,5.00001
4.8021,28.0,7.033678756476684,1.1683937823834196,1154.0,2.989637305699482,37.0,-121.79,2.904
3.0573,38.0,4.757363253856942,0.9943899018232819,1894.0,2.656381486676017,38.07,-122.55,3.508
7.5839,13.0,8.268907563025211,1.0672268907563025,364.0,3.0588235294117645,33.95,-117.75,4.269
2.0192,22.0,3.5287517531556802,1.1584852734922861,3350.0,4.698457223001403,34.18,-118.45,1.583
3.5739,45.0,6.052083333333333,1.0338541666666667,968.0,2.5208333333333335,37.77,-122.16,1.76
2.95,13.0,4.515151515151516,1.1774891774891776,1356.0,2.935064935064935,33.87,-118.0,1.656
6.4209,52.0,4.737171464330413,1.0112640801001251,1371.0,1.7158948685857323,37.79,-122.44,5.00001
2.7452,33.0,4.9564270152505445,1.0217864923747277,1691.0,3.684095860566449,33.96,-117.42,0.981
7.8528,9.0,6.009174311926605,1.0091743119266054,222.0,2.036697247706422,34.15,-118.82,3.375
2.39,25.0,3.9282868525896415,1.2350597609561753,1439.0,5.733067729083666,33.98,-118.23,1.833
3.5436,16.0,5.013824884792626,1.0691244239631337,1410.0,3.248847926267281,38.03,-121.92,1.002
1.439,17.0,3.797752808988764,1.0426966292134832,833.0,1.8719101123595505,38.4,-122.71,1.406
1.8238,14.0,4.606635071090047,1.0545023696682465,1830.0,2.1682464454976302,38.95,-121.11,1.586
2.2708,18.0,2.5711354309165526,1.1087551299589604,3296.0,2.2544459644322847,34.07,-118.3,1.75
3.3793,18.0,6.322834645669292,1.0669291338582678,1817.0,3.576771653543307,39.11,-121.64,0.929
2.2024,33.0,4.766968325791855,1.0203619909502262,1364.0,3.085972850678733,36.32,-119.29,0.672
5.2809,28.0,6.872727272727273,1.018181818181818,752.0,2.278787878787879,36.82,-119.82,1.515
1.7552,24.0,4.418502202643172,1.105726872246696,1098.0,4.8370044052863435,39.35,-121.65,0.864
2.5224,19.0,3.5606299212598427,1.0110236220472442,3545.0,5.582677165354331,33.74,-117.88,1.485
3.5625,34.0,3.948186528497409,0.9430051813471503,611.0,3.1658031088082903,37.38,-121.84,2.018
6.5,20.0,6.451612903225806,0.8064516129032258,83.0,2.6774193548387095,37.69,-122.03,3.4
2.474,17.0,5.729681978798586,1.0936395759717314,1408.0,2.487632508833922,37.97,-120.3,1.201
6.0777,35.0,5.918681318681319,1.0835164835164834,1343.0,2.951648351648352,37.36,-122.06,3.275
2.8333,35.0,5.302040816326531,1.036734693877551,705.0,2.877551020408163,38.68,-121.46,1.03
4.6364,37.0,5.636363636363637,1.024793388429752,494.0,2.041322314049587,33.97,-118.4,4.563
2.7917,40.0,4.173333333333333,1.0933333333333333,337.0,2.2466666666666666,36.6,-121.89,2.25
4.5655,35.0,5.670807453416149,0.9834368530020704,1481.0,3.0662525879917184,34.1,-117.9,1.766
1.8214,52.0,5.736486486486487,1.0698198198198199,1417.0,3.1914414414414414,34.01,-118.31,1.232
3.7857,19.0,20.2,4.05,187.0,2.3375,36.79,-118.91,0.786
2.8306,25.0,5.464019851116626,1.0471464019851116,1109.0,2.7518610421836227,39.64,-121.8,0.875
3.4167,35.0,4.583333333333333,1.1640625,984.0,2.5625,34.15,-118.12,1.982
2.5417,50.0,6.473087818696884,1.141643059490085,837.0,2.3711048158640224,40.78,-124.16,0.854
4.4732,36.0,5.7701492537313435,1.017910447761194,958.0,2.8597014925373134,33.96,-118.13,2.66
4.0079,10.0,7.538853503184713,1.5318471337579618,3811.0,2.427388535031847,33.73,-116.38,1.345
2.8482,39.0,4.148648648648648,0.918918918918919,1204.0,3.254054054054054,37.48,-122.21,2.472
5.7393,9.0,5.792270531400966,0.9033816425120773,629.0,3.0386473429951693,34.03,-117.31,1.516
1.8235,40.0,4.7011494252873565,1.1264367816091954,928.0,3.5555555555555554,37.75,-122.16,0.952
2.8512,35.0,5.525333333333333,1.0266666666666666,1029.0,2.744,40.58,-122.41,0.756
2.1806,8.0,4.884848484848485,1.0393939393939393,1230.0,3.727272727272727,35.78,-119.23,0.672
2.4342,27.0,4.477642276422764,1.0020325203252032,1158.0,2.3536585365853657,38.64,-121.33,1.195
6.7079,17.0,6.101923076923077,0.9634615384615385,1555.0,2.9903846153846154,33.64,-117.66,2.508
8.0103,20.0,8.856140350877194,1.0912280701754387,965.0,3.3859649122807016,34.15,-117.66,3.955
3.7813,30.0,4.656551724137931,0.993103448275862,1990.0,2.7448275862068967,34.12,-118.17,2.32
2.881,47.0,3.8613138686131387,1.0766423357664234,1097.0,4.0036496350364965,33.97,-118.22,1.833
7.2211,30.0,6.413157894736842,0.9184210526315789,1005.0,2.6447368421052633,36.73,-119.69,1.717
1.9327,52.0,4.564044943820225,1.0112359550561798,958.0,2.152808988764045,37.86,-122.28,1.699
4.3646,42.0,5.212765957446808,1.066193853427896,1392.0,3.2907801418439715,34.04,-118.13,2.114
3.4671,52.0,3.824324324324324,1.2432432432432432,582.0,2.6216216216216215,37.77,-122.41,2.5
2.4821,43.0,4.778761061946903,1.1150442477876106,1221.0,2.7013274336283186,32.72,-117.13,1.406
4.049,19.0,6.121731289449955,1.0820559062218214,2325.0,2.096483318304779,36.83,-119.81,1.26
3.7303,32.0,4.315789473684211,1.0526315789473684,1376.0,2.5864661654135337,33.78,-117.95,1.885
3.0156,37.0,4.818740399385561,1.0522273425499231,2048.0,3.1459293394777266,37.33,-121.87,2.703
3.5055,47.0,5.273612463485882,1.085686465433301,2177.0,2.1197663096397275,37.97,-122.57,3.821
2.2708,26.0,3.947058823529412,1.080392156862745,664.0,1.3019607843137255,33.77,-118.08,0.675
1.9688,31.0,4.10801393728223,1.0104529616724738,2302.0,4.010452961672474,35.23,-118.82,0.539
6.4664,25.0,6.1923076923076925,0.878698224852071,983.0,2.908284023668639,37.31,-121.78,2.715
3.0871,42.0,4.381987577639752,0.9751552795031055,1432.0,4.447204968944099,33.92,-118.2,1.388
3.625,20.0,3.5945945945945947,0.9459459459459459,87.0,2.3513513513513513,40.22,-123.43,0.675
4.7515,18.0,5.260416666666667,1.0873397435897436,3079.0,2.4671474358974357,33.71,-118.01,2.956
5.0464,17.0,6.0130151843817785,0.9739696312364425,1685.0,3.6550976138828633,33.87,-117.58,1.639
3.9688,52.0,5.135775862068965,1.0280172413793103,990.0,2.1336206896551726,37.79,-122.47,4.833
3.625,17.0,5.789333333333333,1.0373333333333334,1042.0,2.7786666666666666,37.23,-119.91,0.944
4.5132,27.0,5.492505353319058,1.025695931477516,1227.0,2.627408993576017,38.38,-122.82,2.599
4.4038,45.0,4.571847507331379,0.8944281524926686,891.0,2.6129032258064515,33.98,-118.36,2.594
3.3936,15.0,5.532697547683924,1.1049046321525886,2884.0,3.9291553133514987,34.07,-117.62,1.27
5.1169,52.0,6.3904,1.016,1295.0,2.072,38.57,-121.45,2.325
2.8235,32.0,5.101321585903084,1.0748898678414096,598.0,2.6343612334801763,39.03,-121.37,0.655
3.5227,38.0,4.584269662921348,1.0292134831460673,1775.0,3.9887640449438204,33.93,-118.13,2.024
5.1669,44.0,5.220883534136546,1.0120481927710843,695.0,2.791164658634538,33.89,-118.32,2.206
3.5331,30.0,5.539115646258503,0.9761904761904762,1804.0,3.068027210884354,37.6,-120.94,1.029
2.1518,16.0,4.896551724137931,1.0689655172413792,307.0,2.646551724137931,37.67,-120.99,1.074
3.0833,27.0,3.5584,0.9888,1594.0,2.5504,34.02,-118.41,3.155
2.5399,26.0,4.253592561284869,1.0388841927303465,3086.0,2.6086221470836857,33.81,-116.5,0.948
1.4427,36.0,3.798076923076923,1.0769230769230769,426.0,2.048076923076923,35.38,-119.01,0.506
7.2574,52.0,8.288135593220339,1.073446327683616,496.0,2.8022598870056497,37.85,-122.24,3.521
3.7708,35.0,4.8933333333333335,1.01,1295.0,4.316666666666666,34.21,-118.38,1.706
6.2787,18.0,7.307128580946036,1.0133244503664225,4439.0,2.9573617588274486,32.81,-116.99,2.5
4.6761,32.0,5.315151515151515,0.9818181818181818,917.0,2.778787878787879,37.36,-121.99,2.983
2.5446,27.0,22.646341463414632,3.953658536585366,1135.0,2.768292682926829,34.26,-117.16,1.352
2.5772,37.0,4.2494623655913975,1.0344086021505376,1197.0,2.574193548387097,37.68,-122.11,1.702
2.9432,52.0,4.949458483754513,1.1371841155234657,986.0,3.55956678700361,33.98,-118.3,0.94
2.4423,21.0,5.7795275590551185,1.2703412073490814,1000.0,2.6246719160104988,39.07,-122.91,1.023
4.375,33.0,5.439897698209719,1.0588235294117647,1056.0,2.70076726342711,34.18,-118.44,2.861
5.7248,39.0,7.679775280898877,1.1713483146067416,1782.0,2.502808988764045,36.55,-121.91,3.988
4.918,19.0,5.930555555555555,1.0104166666666667,906.0,3.1458333333333335,38.03,-121.33,1.306
5.5,26.0,5.735384615384615,1.0184615384615385,956.0,2.9415384615384617,37.26,-121.89,2.317
7.52,16.0,7.070769230769231,1.0846153846153845,1480.0,2.276923076923077,37.83,-122.16,3.702
8.6675,9.0,6.73943661971831,0.9788732394366197,532.0,3.7464788732394365,37.44,-121.9,4.41
2.8818,50.0,5.2026143790849675,1.0762527233115469,1241.0,2.7037037037037037,34.1,-117.77,1.672
2.85,38.0,3.2142857142857144,0.7678571428571429,246.0,4.392857142857143,33.93,-118.25,0.9
4.95,43.0,5.695652173913044,1.0850661625708884,1525.0,2.8827977315689983,33.81,-118.2,1.94
1.4917,35.0,3.8472906403940885,0.9926108374384236,1587.0,3.9088669950738915,33.93,-118.26,0.932
2.1071,18.0,4.641935483870967,1.0290322580645161,699.0,2.2548387096774194,34.12,-117.23,0.735
2.1062,26.0,3.6942148760330578,1.0764462809917354,2582.0,5.3347107438016526,34.26,-118.42,1.364
4.5833,37.0,4.896551724137931,0.9862068965517241,886.0,3.0551724137931036,33.87,-118.35,2.613
3.8,41.0,4.773892773892774,1.0233100233100234,1191.0,2.7762237762237763,33.91,-118.36,2.225
1.9952,36.0,4.708502024291498,1.0991902834008098,2073.0,4.196356275303644,33.9,-118.19,1.129
3.7917,23.0,5.624423963133641,1.066820276497696,1392.0,3.207373271889401,34.63,-120.47,1.422
2.7222,24.0,5.212795549374131,1.070931849791377,1827.0,2.541029207232267,36.8,-119.77,0.831
5.0544,29.0,5.875555555555556,1.031111111111111,1372.0,3.048888888888889,38.24,-122.67,2.618
7.723,36.0,6.3438985736925515,1.0253565768621236,1337.0,2.1188589540412046,34.13,-118.16,5.00001
3.1779,16.0,4.636165577342048,0.9607843137254902,1860.0,4.052287581699346,38.04,-121.29,0.973
